transaction_id,timestamp,from_bank,from_account,to_bank,to_account,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,is_laundering,source,scenario_id
SYN_L03_001,2022/09/03 11:35,344,80005A2A0,190,80008A610,107140.65,US Dollar,107140.65,US Dollar,Wire,0,synthetic_scenario,L03
SYN_L03_002,2022/09/03 15:11,298,80005A2A0,92,80006B080,183833.89,US Dollar,183833.89,US Dollar,Wire,0,synthetic_scenario,L03
SYN_L03_003,2022/09/03 18:52,450,80005A2A0,240,8000851A0,125562.01,US Dollar,125562.01,US Dollar,Wire,0,synthetic_scenario,L03
SYN_L03_004,2022/09/03 22:31,222,80005A2A0,73,800096DD0,97597.61,US Dollar,97597.61,US Dollar,Wire,0,synthetic_scenario,L03
SYN_L07_001,2022/09/01 09:10,256,80005ADE0,447,800072EF0,8132.7,US Dollar,8132.7,US Dollar,Credit Card,0,synthetic_scenario,L07
SYN_L07_002,2022/09/02 08:44,475,80005ADE0,221,800087390,7810.01,US Dollar,7810.01,US Dollar,Credit Card,0,synthetic_scenario,L07
SYN_L07_003,2022/09/03 08:07,265,80005ADE0,161,80007EA70,13769.36,US Dollar,13769.36,US Dollar,Credit Card,0,synthetic_scenario,L07
SYN_L08_001,2022/09/07 16:57,392,80005B110,487,800093890,2989.9,US Dollar,2989.9,US Dollar,ACH,0,synthetic_scenario,L08
SYN_L08_002,2022/09/07 22:38,28,80005B110,97,80008E550,7118.2,US Dollar,7118.2,US Dollar,ACH,0,synthetic_scenario,L08
SYN_L08_003,2022/09/08 04:23,241,80005B110,134,80006A8B0,3379.16,US Dollar,3379.16,US Dollar,ACH,0,synthetic_scenario,L08
SYN_L08_004,2022/09/08 10:08,459,80005B110,475,800071D30,4802.8,US Dollar,4802.8,US Dollar,ACH,0,synthetic_scenario,L08
SYN_L08_005,2022/09/08 15:56,249,80005B110,235,800099520,4649.12,US Dollar,4649.12,US Dollar,ACH,0,synthetic_scenario,L08
SYN_L10_001,2022/09/15 00:25,64,80005B5F0,179,8000748D0,53833.53,Euro,53833.53,US Dollar,Wire,0,synthetic_scenario,L10
SYN_L10_002,2022/09/16 23:21,428,80005B5F0,87,800076E90,54726.92,Japanese Yen,54726.92,US Dollar,Wire,0,synthetic_scenario,L10
SYN_L11_001,2022/09/08 03:38,457,80005B9B0,340,800099810,17338.58,US Dollar,17338.58,US Dollar,Wire,0,synthetic_scenario,L11
SYN_L11_002,2022/09/09 03:07,270,80005B9B0,393,800067DC0,13753.21,US Dollar,13753.21,US Dollar,Wire,0,synthetic_scenario,L11
SYN_L11_003,2022/09/10 02:37,127,80005B9B0,394,80006E160,11246.28,US Dollar,11246.28,US Dollar,Wire,0,synthetic_scenario,L11
SYN_L13_001,2022/09/04 20:28,14,80005C0A0,146,8000841A0,291886.1,US Dollar,291886.1,US Dollar,Wire,0,synthetic_scenario,L13
SYN_L14_001,2022/09/01 09:29,192,80005C0A1,303,80008A3F0,30419.18,US Dollar,30419.18,US Dollar,ACH,0,synthetic_scenario,L14
SYN_L14_002,2022/09/01 21:02,79,80005C0A1,15,8000837F0,13182.1,US Dollar,13182.1,US Dollar,ACH,0,synthetic_scenario,L14
SYN_L14_003,2022/09/02 08:23,233,80005C0A1,322,8000924D0,34920.98,US Dollar,34920.98,US Dollar,ACH,0,synthetic_scenario,L14
SYN_L15_001,2022/09/14 22:36,169,80005C3D0,497,800067DC0,851884.09,US Dollar,851884.09,US Dollar,Wire,0,synthetic_scenario,L15
SYN_L17_001,2022/09/08 20:03,167,80005CB50,486,80008F6B0,3489.46,US Dollar,3489.46,US Dollar,ACH,0,synthetic_scenario,L17
SYN_L17_002,2022/09/09 19:36,67,80005CB50,109,800099E80,3937.28,US Dollar,3937.28,US Dollar,ACH,0,synthetic_scenario,L17
SYN_L17_003,2022/09/10 19:07,166,80005CB50,409,80007FDD0,4206.23,US Dollar,4206.23,US Dollar,ACH,0,synthetic_scenario,L17
