transaction_id,timestamp,from_bank,from_account,to_bank,to_account,amount_paid,payment_currency,payment_format,is_laundering
TXN_1772075,2022/09/02 20:55,23146,802A128A0,5627,8030F0360,1896.41,Yuan,Cheque,0
TXN_1772076,2022/09/02 20:39,23146,802A128A0,5627,8030F0360,18342.71,Yuan,Credit Card,0
TXN_1772116,2022/09/02 20:45,20,800070290,3,803626E70,1132.12,Yuan,Cheque,0
TXN_1772117,2022/09/02 20:30,20,800070290,3,803626E70,3891.43,Yuan,Credit Card,0
TXN_1772304,2022/09/02 20:35,312273,8095E3880,9691,8095E3A10,630.26,Yuan,Cheque,0
TXN_1772660,2022/09/02 20:45,24,800073AF0,24,800073AF0,204501831.21,Yen,Cheque,0
TXN_1772661,2022/09/02 20:59,24,800073AF0,24,800073AF0,276256791.14,Yen,Cash,0
TXN_1772662,2022/09/02 20:52,24,800073AF0,24,800073AF0,247508782.09,Yen,ACH,0
TXN_1772665,2022/09/02 20:46,15,800075FF0,15,8007C5150,4421109.16,Yen,Cheque,0
TXN_1772666,2022/09/02 20:38,15,800075FF0,15,8007C5150,11775608.54,Yen,Cash,0
TXN_1772667,2022/09/02 20:38,24,80007A550,15,80007A1D0,2347688.02,Yen,Cheque,0
TXN_1772668,2022/09/02 20:39,24,80007A550,15,80007A1D0,5374446.51,Yen,Cash,0
TXN_1772709,2022/09/02 20:30,24,80007AA30,15,803A7C860,3351939.61,Yen,Cheque,0
TXN_1772710,2022/09/02 20:40,24,80007AA30,15,803A7C860,759192.21,Yen,Credit Card,0
TXN_1772766,2022/09/02 20:39,15,80382B300,10099,803DBF890,3379.12,Yen,Cheque,0
TXN_1772767,2022/09/02 20:57,15,80382B300,10099,803DBF890,1656.01,Yen,Credit Card,0
TXN_1772905,2022/09/02 20:55,210319,803EFD190,10060,80423D550,221459.5,Yen,Cheque,0
TXN_1772906,2022/09/02 20:46,210319,803EFD190,10060,80423D550,79581.18,Yen,Credit Card,0
TXN_1772907,2022/09/02 20:53,210319,803EFD190,10060,80423D550,63771.31,Yen,Cash,0
TXN_1773117,2022/09/02 20:44,7,800087A50,7,800087A50,11679.48,Rupee,Cheque,0
TXN_1773118,2022/09/02 20:34,7,800087A50,7,800087A50,10974.37,Rupee,Credit Card,0
TXN_1773123,2022/09/02 20:38,3,8000816C0,71,8047A5F10,6337.12,Rupee,Cheque,0
TXN_1773124,2022/09/02 20:43,3,8000816C0,71,8047A5F10,46830.28,Rupee,Credit Card,0
TXN_1773125,2022/09/02 20:32,7,8000837F0,16,8047AB810,3172091.53,Rupee,Cheque,0
TXN_1773126,2022/09/02 20:31,7,8000837F0,16,8047AB810,452568.99,Rupee,Cash,0
TXN_1773127,2022/09/02 20:48,7,8000837F0,16,8047AB810,499993.76,Rupee,ACH,0
TXN_1773128,2022/09/02 20:37,7,8000837F0,16,8047AB810,395293.62,Rupee,Wire,0
TXN_1773172,2022/09/02 20:48,7,8000837F0,112064,804A9C240,410413.17,Rupee,Cheque,0
TXN_1773173,2022/09/02 20:58,7,8000837F0,112064,804A9C240,270592.67,Rupee,ACH,0
TXN_1773214,2022/09/02 20:57,12,80007F8C0,7,804B809A0,23160.06,Rupee,Cheque,0
TXN_1773386,2022/09/02 20:50,71,804790520,3,8054292E0,6182.94,Rupee,Cheque,0
TXN_1773387,2022/09/02 20:43,71,804790520,3,8054292E0,16324.9,Rupee,Credit Card,0
TXN_1773512,2022/09/02 20:48,12,800081920,112989,8058B9DC0,92754.92,Rupee,Cheque,0
TXN_1773513,2022/09/02 20:45,12,800081920,112989,8058B9DC0,653348.72,Rupee,Credit Card,0
TXN_1773562,2022/09/02 20:56,13078,80560B310,13157,8059BA5E0,56481.37,Rupee,Cheque,0
TXN_1773563,2022/09/02 20:55,13078,80560B310,13157,8059BA5E0,81515.52,Rupee,Credit Card,0
TXN_1773729,2022/09/02 20:30,113530,8050EAF80,215186,81225F4F0,72148.16,Rupee,Cheque,0
TXN_1773743,2022/09/02 20:35,28,8000890A0,287,8060B71F0,1099690.12,Ruble,Cheque,0
TXN_1773744,2022/09/02 20:49,28,8000890A0,287,8060B71F0,372613.26,Ruble,Credit Card,0
TXN_1773745,2022/09/02 20:54,28,8000890A0,287,8060B71F0,47485.23,Ruble,ACH,0
TXN_1773757,2022/09/02 20:35,9,80008A3F0,9,806100950,95891.61,Ruble,Cheque,0
TXN_1773758,2022/09/02 20:48,9,80008A3F0,9,806100950,164112.91,Ruble,Credit Card,0
TXN_1773810,2022/09/02 20:58,10,80008E550,16792,80622F650,101726.41,Ruble,Cheque,0
TXN_1773811,2022/09/02 20:43,10,80008E550,16792,80622F650,88029.75,Ruble,Cash,0
TXN_1774216,2022/09/02 20:49,319413,80BEF6760,116843,80BEF7060,9481.47,Ruble,Credit Card,0
TXN_1774218,2022/09/02 20:46,5,800096DD0,7,8076702B0,226.92,UK Pound,Cheque,0
TXN_1774219,2022/09/02 20:40,5,800096DD0,7,8076702B0,1666.49,UK Pound,Credit Card,0
TXN_1774610,2022/09/02 20:33,220541,8076E9370,122946,808D8FB20,1383.82,UK Pound,Cheque,0
TXN_1774611,2022/09/02 20:57,220541,8076E9370,122946,808D8FB20,599.2,UK Pound,Cash,0
TXN_1774827,2022/09/02 20:51,214,80918FEC0,24779,809196380,12671378.53,Canadian Dollar,Cheque,0
TXN_1774949,2022/09/02 20:50,8,8096826D0,125305,8096C8F40,73324.13,Canadian Dollar,Cheque,0
TXN_1774950,2022/09/02 20:51,8,8096826D0,125305,8096C8F40,17299.22,Canadian Dollar,Credit Card,0
TXN_1774951,2022/09/02 20:42,8,8096826D0,125305,8096C8F40,141105.01,Canadian Dollar,ACH,0
TXN_1774952,2022/09/02 20:34,8,8096826D0,125305,8096C8F40,12588.05,Canadian Dollar,Wire,0
TXN_1774954,2022/09/02 20:57,325941,8096DC670,225734,8096DCCA0,753.42,Canadian Dollar,Credit Card,0
TXN_1775851,2022/09/02 20:46,27,80C6759D0,34723,80CC821F0,139.69,Mexican Peso,Cheque,0
TXN_1775852,2022/09/02 20:42,27,80C6759D0,34723,80CC821F0,312.21,Mexican Peso,Cash,0
TXN_1776005,2022/09/02 20:45,29,800086DC0,29,80D675340,1047.1,Brazil Real,Cheque,0
TXN_1776006,2022/09/02 20:55,29,800086DC0,29,80D675340,470.01,Brazil Real,Credit Card,0
TXN_1776061,2022/09/02 20:38,235580,80D848F60,36960,80D905C10,841741.55,Brazil Real,Cheque,0
TXN_1776062,2022/09/02 20:31,235580,80D848F60,36960,80D905C10,158969.69,Brazil Real,Credit Card,0
TXN_1776063,2022/09/02 20:35,235580,80D848F60,36960,80D905C10,425915.61,Brazil Real,Wire,0
TXN_1776656,2022/09/02 20:33,112,80E2B3F50,141312,80F564EA0,6603.6,Swiss Franc,Cheque,0
TXN_1776982,2022/09/02 20:49,343677,81012CA00,220,810136F90,5227.91,Shekel,ACH,0
TXN_1777019,2022/09/02 20:52,43460,810613690,143493,810614BF0,838.57,Shekel,ACH,0
TXN_1777020,2022/09/02 20:52,14,81063C0F0,143493,810614BF0,9434.43,Shekel,ACH,0
TXN_1777021,2022/09/02 20:46,43462,810614DC0,143493,810614BF0,8543.93,Shekel,ACH,0
TXN_1777022,2022/09/02 20:32,244818,81063C140,143493,810614BF0,10583.72,Shekel,ACH,0
TXN_1777023,2022/09/02 20:58,220,81063C050,143493,810614BF0,16242.7,Shekel,ACH,0
TXN_1777024,2022/09/02 20:33,244187,810613730,143493,810614BF0,14977.91,Shekel,ACH,0
TXN_1777025,2022/09/02 20:38,143496,8105DF0E0,143493,810614BF0,12215.29,Shekel,ACH,0
TXN_1777026,2022/09/02 20:59,244192,81063FD40,143493,810614BF0,10898.46,Shekel,ACH,0
TXN_1777027,2022/09/02 20:43,43460,81063BE30,143493,810614BF0,14094.66,Shekel,ACH,0
TXN_1777235,2022/09/02 20:34,243947,810C62150,244192,810AB4E00,9621.7,Shekel,Cheque,0
TXN_1777236,2022/09/02 20:44,243947,810C62150,244192,810AB4E00,12277.98,Shekel,Credit Card,0
TXN_1777237,2022/09/02 20:55,243947,810C62150,244192,810AB4E00,2650.19,Shekel,Cash,0
TXN_1778100,2022/09/02 21:17,1,80005B9B0,1,80005B9B0,5791.85,US Dollar,Cheque,0
TXN_1778101,2022/09/02 21:07,1,80005C3D0,1,80005C050,703758.64,US Dollar,Cheque,0
TXN_1778102,2022/09/02 21:20,1,80005C3D0,1,80005C050,438372.98,US Dollar,Cash,0
TXN_1778103,2022/09/02 21:26,1,800057020,10,8001074F0,268589.3,US Dollar,Cheque,0
TXN_1778205,2022/09/02 21:20,1,800056370,1729,8004CF710,11701716.74,US Dollar,Cheque,0
TXN_1778206,2022/09/02 21:21,1,800056370,1729,8004CF710,9355200.98,US Dollar,Cash,0
TXN_1778207,2022/09/02 21:11,1,800056370,1729,8004CF710,5810502.77,US Dollar,ACH,0
TXN_1778247,2022/09/02 21:23,1,800059440,1601,8006498E0,2490.93,US Dollar,Cheque,0
TXN_1778248,2022/09/02 21:01,1,800059440,1601,8006498E0,3298.29,US Dollar,Credit Card,0
TXN_1778361,2022/09/02 21:07,2843,800489210,21258,80094C4C0,2856.74,US Dollar,Cheque,0
TXN_1778371,2022/09/02 21:13,1292,800712830,1665,800A52F40,2540.11,US Dollar,Cheque,0
TXN_1778590,2022/09/02 21:07,1,800057D40,21575,8010F2720,1147.8,US Dollar,Cheque,0
TXN_1778907,2022/09/02 21:08,34877,801D0D760,2991,801D03210,133.36,US Dollar,Cash,0
TXN_1779358,2022/09/02 21:29,10,8000573C0,1124,8032AD9C0,521.16,US Dollar,Cheque,0
TXN_1779359,2022/09/02 21:20,10,8000573C0,1124,8032AD9C0,2593.74,US Dollar,Credit Card,0
TXN_1779522,2022/09/02 21:22,1,80005C050,795,803C5F940,38822.42,US Dollar,Cheque,0
TXN_1779523,2022/09/02 21:18,1,80005C050,795,803C5F940,6224.71,US Dollar,Credit Card,0
TXN_1779524,2022/09/02 21:13,1,80005C050,795,803C5F940,1476.24,US Dollar,Wire,0
TXN_1779936,2022/09/02 21:13,5140,804EEF320,6129,805592110,16325.0,US Dollar,Cheque,0
TXN_1779937,2022/09/02 21:21,5140,804EEF320,6129,805592110,15492.71,US Dollar,Credit Card,0
TXN_1779938,2022/09/02 21:25,5140,804EEF320,6129,805592110,9745.89,US Dollar,ACH,0
TXN_1780015,2022/09/02 21:19,10,80005CB50,10642,805A60FE0,63342.59,US Dollar,Cheque,0
TXN_1780016,2022/09/02 21:02,10,80005CB50,10642,805A60FE0,9061.38,US Dollar,ACH,0
TXN_1780545,2022/09/02 21:07,2991,8060658A0,6276,807CACED0,276089.57,US Dollar,Cheque,0
TXN_1780546,2022/09/02 21:25,2991,8060658A0,6276,807CACED0,17274.58,US Dollar,Credit Card,0
TXN_1780547,2022/09/02 21:28,2991,8060658A0,6276,807CACED0,341915.07,US Dollar,Cash,0
TXN_1780743,2022/09/02 21:16,3149,803B94600,11642,8089A5AB0,19005.86,US Dollar,Cheque,0
TXN_1781003,2022/09/02 21:14,10,80005CF10,115159,809A01E60,234.74,US Dollar,Cheque,0
TXN_1781122,2022/09/02 21:04,327622,80A0D5F60,21360,80A0D62C0,970.68,US Dollar,Cheque,0
TXN_1781272,2022/09/02 21:07,4523,809877B10,17907,80AB6A950,7468.74,US Dollar,Cheque,0
TXN_1781273,2022/09/02 21:23,4523,809877B10,17907,80AB6A950,2979.64,US Dollar,Credit Card,0
TXN_1781274,2022/09/02 21:07,4523,809877B10,17907,80AB6A950,666.67,US Dollar,ACH,0
TXN_1781760,2022/09/02 21:03,22205,8069870E0,121358,80C62D0B0,185.23,US Dollar,Cheque,0
TXN_1782106,2022/09/02 21:16,10,8001C3570,29685,80D7D6380,3926.47,US Dollar,Cheque,0
TXN_1782107,2022/09/02 21:21,10,8001C3570,29685,80D7D6380,1711.78,US Dollar,Credit Card,0
TXN_1782108,2022/09/02 21:02,10,8001C3570,29685,80D7D6380,160.78,US Dollar,Cash,0
TXN_1782109,2022/09/02 21:05,10,8001C3570,29685,80D7D6380,11.51,US Dollar,ACH,0
TXN_1782334,2022/09/02 21:13,326687,80E1CA910,1,80E1CF940,40.65,US Dollar,ACH,0
TXN_1782879,2022/09/02 21:29,345052,8107DD230,136262,8107DA5E0,89.26,US Dollar,Cash,0
TXN_1783009,2022/09/02 21:13,2991,802CCE400,130435,810F7E740,1390.99,US Dollar,Cheque,0
TXN_1783010,2022/09/02 21:14,2991,802CCE400,130435,810F7E740,2064.73,US Dollar,Credit Card,0
TXN_1783423,2022/09/02 21:20,210404,805703500,136823,812C5B8F0,12689.57,US Dollar,Cheque,0
TXN_1783424,2022/09/02 21:19,210404,805703500,136823,812C5B8F0,13827.58,US Dollar,Credit Card,0
TXN_1783566,2022/09/02 21:14,6129,806D36B80,40360,813454B10,850.56,US Dollar,Cheque,0
TXN_1783567,2022/09/02 21:21,6129,806D36B80,40360,813454B10,531.59,US Dollar,Credit Card,0
TXN_1783846,2022/09/02 21:02,224449,808FEF500,22345,814390550,841.4,US Dollar,Cheque,0
TXN_1783847,2022/09/02 21:18,224449,808FEF500,22345,814390550,114.66,US Dollar,Credit Card,0
TXN_1783848,2022/09/02 21:29,224449,808FEF500,22345,814390550,33.3,US Dollar,Cash,0
TXN_1783849,2022/09/02 21:16,224449,808FEF500,22345,814390550,25.35,US Dollar,ACH,0
TXN_1783892,2022/09/02 21:03,333889,8147CCD10,116715,8147CB890,348.39,US Dollar,ACH,0
TXN_1784023,2022/09/02 21:19,20,8004FE3E0,23,800854FA0,322.24,Euro,Cheque,0
TXN_1784024,2022/09/02 21:04,23,800058470,410,800894770,112896.73,Euro,Cheque,0
TXN_1784025,2022/09/02 21:29,23,800058470,410,800894770,13582.19,Euro,Credit Card,0
TXN_1784026,2022/09/02 21:20,23,800058470,410,800894770,7823.78,Euro,Cash,0
TXN_1784027,2022/09/02 21:29,23,800058470,410,800894770,6979.76,Euro,ACH,0
TXN_1784098,2022/09/02 21:07,1502,8009A4370,1501,8009D2BC0,53166.23,Euro,Cheque,0
TXN_1784099,2022/09/02 21:01,1502,8009A4370,1501,8009D2BC0,17602.57,Euro,Credit Card,0
TXN_1784181,2022/09/02 21:01,1490,80053CFC0,12513,8010191F0,3543.42,Euro,Cheque,0
TXN_1784726,2022/09/02 21:15,12797,802678250,5329,8029DCFF0,918.49,Euro,Cheque,0
TXN_1784727,2022/09/02 21:27,12797,802678250,5329,8029DCFF0,1354.25,Euro,Credit Card,0
TXN_1785117,2022/09/02 21:02,12797,80265BCB0,27920,805396BF0,40112.06,Euro,Cheque,0
TXN_1785118,2022/09/02 21:25,12797,80265BCB0,27920,805396BF0,90129.15,Euro,Cash,0
TXN_1785366,2022/09/02 21:03,5466,806824EF0,1665,806E56560,776.07,Euro,Cheque,0
TXN_1785554,2022/09/02 21:04,22,80102BF50,11056,807CD0050,6205.87,Euro,Cheque,0
TXN_1785555,2022/09/02 21:03,22,80102BF50,11056,807CD0050,6137.41,Euro,Credit Card,0
TXN_1786755,2022/09/02 21:09,338083,810FE3800,46241,810FE38A0,49.45,Euro,ACH,0
TXN_1786774,2022/09/02 21:04,22806,801D83260,122352,811084390,5310.09,Euro,Cheque,0
TXN_1787254,2022/09/02 21:02,18951,8093A7560,33245,8134B0770,756.84,Euro,Cheque,0
TXN_1787255,2022/09/02 21:28,18951,8093A7560,33245,8134B0770,602.3,Euro,Credit Card,0
TXN_1787413,2022/09/02 21:19,3,800069180,20,80006F5E0,5951.81,Yuan,Cheque,0
TXN_1787414,2022/09/02 21:23,3,800069180,20,80006F5E0,3409.19,Yuan,ACH,0
TXN_1787415,2022/09/02 21:05,3,80006A8B0,4,80091CBB0,215.01,Yuan,Cheque,0
TXN_1787416,2022/09/02 21:06,3,80006A8B0,4,80091CBB0,845.64,Yuan,Credit Card,0
TXN_1787462,2022/09/02 21:04,4,800071A10,18067,803007E10,6028.7,Yuan,Cheque,0
TXN_1787463,2022/09/02 21:25,4,800071A10,18067,803007E10,35570.47,Yuan,ACH,0
TXN_1787464,2022/09/02 21:19,4,800071A10,18067,803007E10,4377.65,Yuan,Wire,0
TXN_1787530,2022/09/02 21:12,3,80006A8B0,23146,8035DB550,3994.08,Yuan,Cheque,0
TXN_1787531,2022/09/02 21:24,3,80006A8B0,23146,8035DB550,2090.73,Yuan,Credit Card,0
TXN_1787921,2022/09/02 21:17,39577,811558620,18107,811558170,3471.08,Yuan,Cheque,0
TXN_1787985,2022/09/02 21:07,21,800079C00,21,800079C00,160475.63,Yen,Cheque,0
TXN_1787986,2022/09/02 21:11,21,800079C00,21,800079C00,121494.88,Yen,Cash,0
TXN_1787989,2022/09/02 21:14,15,80007BF00,15,80007BF00,1381576.83,Yen,Cheque,0
TXN_1787990,2022/09/02 21:01,15,80007BF00,15,80007BF00,335335.54,Yen,Credit Card,0
TXN_1788004,2022/09/02 21:26,15,800079650,9665,803870460,109216.44,Yen,Cheque,0
TXN_1788005,2022/09/02 21:26,15,800079650,9665,803870460,122519.96,Yen,Credit Card,0
TXN_1788135,2022/09/02 21:21,21,8000776E0,24,80403DFE0,1859378.82,Yen,Cheque,0
TXN_1788136,2022/09/02 21:25,21,8000776E0,24,80403DFE0,44531.14,Yen,Cash,0
TXN_1788137,2022/09/02 21:09,21,8000776E0,24,80403DFE0,65790.53,Yen,Wire,0
TXN_1788294,2022/09/02 21:21,311914,80462D920,11128,80462E640,48772.15,Yen,Credit Card,0
TXN_1788334,2022/09/02 21:16,210185,8046CA880,210972,8046FC600,213842.08,Yen,Cheque,0
TXN_1788335,2022/09/02 21:15,210185,8046CA880,210972,8046FC600,121894.67,Yen,Credit Card,0
TXN_1788439,2022/09/02 21:21,3,800081670,3,804792FB0,175377.9,Rupee,Cheque,0
TXN_1788440,2022/09/02 21:01,3,800081670,3,804792FB0,68014.14,Rupee,ACH,0
TXN_1788441,2022/09/02 21:26,7,80006C1F0,3,8047A0B80,135755.41,Rupee,Cheque,0
TXN_1788442,2022/09/02 21:12,7,80006C1F0,3,8047A0B80,3921.75,Rupee,Credit Card,0
TXN_1788443,2022/09/02 21:26,7,80006C1F0,3,8047A0B80,655.47,Rupee,ACH,0
TXN_1788445,2022/09/02 21:09,6,80007E720,6,80481AFB0,288.89,Rupee,Cheque,0
TXN_1788446,2022/09/02 21:18,6,80007E720,6,80481AFB0,1403.28,Rupee,Credit Card,0
TXN_1788447,2022/09/02 21:23,7,800083220,7,804829880,309493440.05,Rupee,Cheque,0
TXN_1788448,2022/09/02 21:03,7,800083220,7,804829880,228305.69,Rupee,Credit Card,0
TXN_1788449,2022/09/02 21:10,7,800083220,7,804829880,414973064.62,Rupee,Cash,0
TXN_1788450,2022/09/02 21:29,7,800083220,7,804829880,62833566.9,Rupee,ACH,0
TXN_1788451,2022/09/02 21:20,7,800083220,7,804829880,92515767.41,Rupee,Wire,0
TXN_1788454,2022/09/02 21:03,7,8000837F0,6,80499AC90,367475.37,Rupee,Cheque,0
TXN_1788455,2022/09/02 21:05,7,8000837F0,6,80499AC90,194743.86,Rupee,Credit Card,0
TXN_1788496,2022/09/02 21:15,12,8049DB5D0,3,804A97D30,1615.43,Rupee,Cheque,0
TXN_1788497,2022/09/02 21:00,12,8049DB5D0,3,804A97D30,2273.22,Rupee,Credit Card,0
TXN_1788498,2022/09/02 21:09,12,8049DB5D0,3,804A97D30,1934.1,Rupee,ACH,0
TXN_1788504,2022/09/02 21:16,16,80007F290,6,804AA4FF0,63627.04,Rupee,Cheque,0
TXN_1788505,2022/09/02 21:13,16,80007F290,6,804AA4FF0,128832.84,Rupee,Credit Card,0
TXN_1788518,2022/09/02 21:01,6,80007EA70,3,804B34DA0,242819.97,Rupee,Cheque,0
TXN_1788519,2022/09/02 21:25,6,80007EA70,3,804B34DA0,66576.17,Rupee,Credit Card,0
TXN_1788520,2022/09/02 21:04,6,80007EA70,3,804B34DA0,42838.43,Rupee,Cash,0
TXN_1788521,2022/09/02 21:19,6,80007EA70,3,804B34DA0,9926.42,Rupee,ACH,0
TXN_1788833,2022/09/02 21:26,16,804F250D0,13157,80577C280,15289.47,Rupee,Cheque,0
TXN_1788885,2022/09/02 21:10,215186,8059B7350,6,8059B7520,256938.0,Rupee,Cheque,0
TXN_1788898,2022/09/02 21:08,16,8000823F0,114590,8059946A0,36233.01,Rupee,Cheque,0
TXN_1788949,2022/09/02 21:28,13029,805BED8C0,214881,805E36640,547789.16,Rupee,Cheque,0
TXN_1788950,2022/09/02 21:18,13029,805BED8C0,214881,805E36640,61835.06,Rupee,Credit Card,0
TXN_1789024,2022/09/02 21:19,10,80008BA40,10,80008BA40,13914.23,Ruble,Cheque,0
TXN_1789025,2022/09/02 21:24,10,80008BA40,10,80008BA40,7388.75,Ruble,Credit Card,0
TXN_1789059,2022/09/02 21:12,4,80008A830,16649,80619A090,28225.24,Ruble,Cheque,0
TXN_1789060,2022/09/02 21:06,4,80008A830,16649,80619A090,19437.32,Ruble,ACH,0
TXN_1789061,2022/09/02 21:27,4,80008A830,16649,80619A090,9867.93,Ruble,Wire,0
TXN_1789205,2022/09/02 21:17,9,80008A3F0,217496,8065E2A60,66555049.27,Ruble,Cheque,0
TXN_1789206,2022/09/02 21:14,9,80008A3F0,217496,8065E2A60,76778407.42,Ruble,Cash,0
TXN_1789465,2022/09/02 21:05,212,800091EE0,212,800091EE0,392.1,UK Pound,Cheque,0
TXN_1789466,2022/09/02 21:10,212,800091EE0,212,800091EE0,947.96,UK Pound,Cash,0
TXN_1789477,2022/09/02 21:00,5,800093C80,211,8076AA460,1385.46,UK Pound,Cheque,0
TXN_1789478,2022/09/02 21:03,5,800093C80,211,8076AA460,1318.86,UK Pound,Credit Card,0
TXN_1789486,2022/09/02 21:27,5,800099520,7,807714E90,47820.64,UK Pound,Cheque,0
TXN_1789487,2022/09/02 21:17,5,800099520,7,807714E90,3802.83,UK Pound,Credit Card,0
TXN_1789641,2022/09/02 21:11,26,8000924D0,21884,80827B750,246.47,UK Pound,Cheque,0
TXN_1789642,2022/09/02 21:06,26,8000924D0,21884,80827B750,138.25,UK Pound,Credit Card,0
TXN_1789656,2022/09/02 21:12,220504,807DF3600,212,80841A810,1017.27,UK Pound,Cheque,0
TXN_1789657,2022/09/02 21:21,220504,807DF3600,212,80841A810,376.61,UK Pound,Cash,0
TXN_1789678,2022/09/02 21:06,212,8000991D0,221765,8084E39E0,278.37,UK Pound,Cheque,0
TXN_1789679,2022/09/02 21:12,212,8000991D0,221765,8084E39E0,1369.01,UK Pound,Credit Card,0
TXN_1789686,2022/09/02 21:23,220572,807C50360,122332,8085D9130,5358.95,UK Pound,Cheque,0
TXN_1789819,2022/09/02 21:02,22422,8083C0B50,211,808B18F30,697705.69,UK Pound,Cheque,0
TXN_1789820,2022/09/02 21:21,22422,8083C0B50,211,808B18F30,5675.68,UK Pound,Credit Card,0
TXN_1789821,2022/09/02 21:10,22422,8083C0B50,211,808B18F30,641129.31,UK Pound,ACH,0
TXN_1790031,2022/09/02 21:26,5,80E2410E0,212,813804600,406.98,UK Pound,Cheque,0
TXN_1790083,2022/09/02 21:15,122055,80814F280,8,80907D130,70137.96,Canadian Dollar,Cheque,0
TXN_1790084,2022/09/02 21:23,122055,80814F280,8,80907D130,3788.81,Canadian Dollar,Credit Card,0
TXN_1790085,2022/09/02 21:28,122055,80814F280,8,80907D130,275775.83,Canadian Dollar,ACH,0
TXN_1790198,2022/09/02 21:06,19,8092F28B0,225734,8095406C0,27770.54,Canadian Dollar,Cheque,0
TXN_1790199,2022/09/02 21:21,19,8092F28B0,225734,8095406C0,3888.76,Canadian Dollar,Credit Card,0
TXN_1790200,2022/09/02 21:05,19,8092F28B0,225734,8095406C0,4447.37,Canadian Dollar,Cash,0
TXN_1790297,2022/09/02 21:14,24779,8090AC860,125811,809905440,283.62,Canadian Dollar,Cheque,0
TXN_1790298,2022/09/02 21:04,24779,8090AC860,125811,809905440,117.31,Canadian Dollar,Credit Card,0
TXN_1790302,2022/09/02 21:02,210,8094FBAB0,8,8099138B0,79421.62,Canadian Dollar,Cheque,0
TXN_1790303,2022/09/02 21:17,210,8094FBAB0,8,8099138B0,24691.29,Canadian Dollar,Credit Card,0
TXN_1790304,2022/09/02 21:15,210,8094FBAB0,8,8099138B0,80127.08,Canadian Dollar,Cash,0
TXN_1790305,2022/09/02 21:16,210,8094FBAB0,8,8099138B0,10867.56,Canadian Dollar,ACH,0
TXN_1791415,2022/09/02 21:27,336680,80D8C3020,36868,80D8C2FD0,290.53,Brazil Real,Credit Card,0
TXN_1791764,2022/09/02 21:28,118,80E4CD9C0,241121,80EF13770,1385.26,Swiss Franc,Cheque,0
TXN_1791765,2022/09/02 21:25,118,80E4CD9C0,241121,80EF13770,1270.87,Swiss Franc,Credit Card,0
TXN_1792242,2022/09/02 21:00,220,80FD32260,143496,8101BD360,2003.98,Shekel,Cheque,0
TXN_1792243,2022/09/02 21:13,220,80FD32260,143496,8101BD360,8384.87,Shekel,Cash,0
TXN_1792293,2022/09/02 21:27,113,80FE109A0,43462,8105418F0,730429.35,Shekel,Cheque,0
TXN_1792294,2022/09/02 21:19,113,80FE109A0,43462,8105418F0,90089.7,Shekel,Credit Card,0
TXN_1792295,2022/09/02 21:25,113,80FE109A0,43462,8105418F0,195554.46,Shekel,Cash,0
TXN_1792296,2022/09/02 21:23,113,80FE109A0,43462,8105418F0,395443.75,Shekel,ACH,0
TXN_1792729,2022/09/02 21:03,223,811A4BC90,118,811B8FF60,5995.04,Saudi Riyal,Cheque,0
TXN_1792730,2022/09/02 21:16,223,811A4BC90,118,811B8FF60,1616.63,Saudi Riyal,Credit Card,0
TXN_1792888,2022/09/02 21:06,223,811A4BC90,148389,8123F9260,47394.91,Saudi Riyal,Cheque,0
TXN_1792889,2022/09/02 21:06,223,811A4BC90,148389,8123F9260,22464.41,Saudi Riyal,Cash,0
TXN_1793409,2022/09/02 21:57,10,800059F50,12,8000F42A0,13678.82,US Dollar,Cheque,0
TXN_1793410,2022/09/02 21:35,10,800059F50,12,8000F42A0,12553.03,US Dollar,ACH,0
TXN_1793411,2022/09/02 21:44,1,80005B9B0,1,8001117A0,16769.87,US Dollar,Cheque,0
TXN_1793412,2022/09/02 21:45,1,80005B9B0,1,8001117A0,2310.71,US Dollar,Credit Card,0
TXN_1793413,2022/09/02 21:52,1,80005B9B0,1,8001117A0,5793.64,US Dollar,ACH,0
TXN_1793414,2022/09/02 21:51,1,80005B9B0,1,8001117A0,5993.71,US Dollar,Wire,0
TXN_1793427,2022/09/02 21:56,10,80005ADE0,10,8001E37F0,14.36,US Dollar,Cheque,0
TXN_1793428,2022/09/02 21:32,10,80005ADE0,10,8001E37F0,56.3,US Dollar,Credit Card,0
TXN_1793429,2022/09/02 21:57,10,80005ADE0,10,8001E37F0,36.75,US Dollar,Cash,0
TXN_1793430,2022/09/02 21:44,10,80005ADE0,10,8001E37F0,1.01,US Dollar,Wire,0
TXN_1793441,2022/09/02 21:42,10,8000588D0,1,8001E1DE0,1459.92,US Dollar,Cheque,0
TXN_1793442,2022/09/02 21:56,10,8000588D0,1,8001E1DE0,6998.34,US Dollar,Credit Card,0
TXN_1793443,2022/09/02 21:39,10,8000588D0,1,8001E1DE0,2612.07,US Dollar,Cash,0
TXN_1793638,2022/09/02 21:35,1,80005C0A0,220,800B29140,14501.12,US Dollar,Cheque,0
TXN_1793639,2022/09/02 21:37,1,80005C0A0,220,800B29140,11109.29,US Dollar,Credit Card,0
TXN_1793741,2022/09/02 21:59,31873,800EA0DE0,11107,800EA3760,104.85,US Dollar,Cheque,0
TXN_1793755,2022/09/02 21:34,32403,800EE20E0,1729,800EE2180,521.12,US Dollar,Credit Card,0
