customer_id,name,country,account_ids,risk_rating
80938EF50,Haley Ross PhD,Malaysia,80938EF50,Low
809390850,Emma Owens,Ethiopia,809390850,Low
8093DF330,Charles Williams,Yemen,8093DF330,Low
8093E2B50,Luis Wright,Tonga,8093E2B50,Low
80941CF80,Robin Peck,Saint Helena,80941CF80,Low
8094FBAB0,Phillip Jimenez,Malaysia,8094FBAB0,Low
8095375C0,Shawn Jimenez,Bermuda,8095375C0,Low
8095E3A10,Kathy Levy,Cuba,8095E3A10,Low
809613680,Amber Campbell,Nepal,809613680,Low
809639E80,Martha Ruiz,Mauritania,809639E80,Low
80964E5D0,Brian Anderson,Estonia,80964E5D0,Low
80966B850,Pamela Diaz,Iran,80966B850,Low
80967E310,Justin Cox,France,80967E310,Low
8096826D0,Jonathan Duran,Fiji,8096826D0,Low
80969E460,Lisa Carr,Brunei Darussalam,80969E460,Low
8096D4670,Jennifer Norton,Guadeloupe,8096D4670,Low
8097B7580,Holly Thomas,Netherlands,8097B7580,Low
8098E55D0,Kathryn Williams,Burundi,8098E55D0,Low
8098EE660,Regina Stone,Canada,8098EE660,Medium
8098FA6C0,Kaylee Murphy,New Zealand,8098FA6C0,Low
80997F8D0,James Jensen,Tajikistan,80997F8D0,Low
8099BC410,George Clayton,Martinique,8099BC410,Medium
8099CA2C0,Justin Wells Jr.,Greenland,8099CA2C0,Medium
809A382B0,Veronica Silva,South Africa,809A382B0,Low
809B4FC60,Shelby Soto,Nepal,809B4FC60,Low
809B63630,Walter Patton,Singapore,809B63630,Low
809C28A70,Crystal Williams,Lesotho,809C28A70,Medium
809C489D0,Mark Harvey,Tajikistan,809C489D0,Medium
809D020F0,Roberto Allen,Montserrat,809D020F0,High
809D22A40,Ashley Smith,Germany,809D22A40,Low
809DBCF40,Jason Harris,Macao,809DBCF40,Low
809DE9F20,Tami Salas,Saint Pierre and Miquelon,809DE9F20,Low
809DF3570,Michele Stone,Monaco,809DF3570,Low
809E02430,Matthew Fox,Germany,809E02430,Low
809E5AD90,Julia Patel,Mayotte,809E5AD90,Low
809EDAF40,Raymond Le,Norway,809EDAF40,Low
809EFD3C0,Deborah Washington,Egypt,809EFD3C0,Low
809F3D7D0,Edwin David,French Southern Territories,809F3D7D0,Low
809FA9220,Michele Vaughn,Liechtenstein,809FA9220,Low
809FD73D0,Gregory Peck,South Africa,809FD73D0,Low
809FD9E00,Donna Berry,Mayotte,809FD9E00,Low
809FE17B0,William Cardenas,Zimbabwe,809FE17B0,Low
809FF8A10,Brianna Williams,Zimbabwe,809FF8A10,Low
809FFB470,Hannah Ramos,Equatorial Guinea,809FFB470,Low
80A0013C0,Cindy Clayton,Faroe Islands,80A0013C0,Low
80A0493B0,Melissa Taylor,Nicaragua,80A0493B0,Low
80A0585D0,Cynthia Williams,United Kingdom,80A0585D0,Low
80A0D5F60,Margaret Williams,Isle of Man,80A0D5F60,Low
80A0EE580,John Maldonado,Burundi,80A0EE580,Low
80A0FC1B0,Joshua Hickman,Ireland,80A0FC1B0,Low
80A195530,Shirley Alvarez,Pakistan,80A195530,Low
80A19D8C0,Victor Morris,Oman,80A19D8C0,Low
80A1C8FD0,Randy Pearson,Djibouti,80A1C8FD0,Low
80A1E0F50,Miranda Zuniga,United States Minor Outlying Islands,80A1E0F50,Low
80A2537D0,Jennifer Monroe,Vietnam,80A2537D0,Low
80A2552B0,Yolanda Sanders,Lithuania,80A2552B0,Medium
80A344340,Paul Brennan,French Guiana,80A344340,Low
80A402F80,Alexandra Bradley,Botswana,80A402F80,Medium
80A4F42A0,Frances Gibson,Norway,80A4F42A0,Medium
80A4FBD40,Kathleen Mays,Thailand,80A4FBD40,Low
80A599E60,Denise Lamb,Greenland,80A599E60,Low
80A5E8880,Jimmy Scott,Colombia,80A5E8880,Low
80A680CC0,George Phillips,Peru,80A680CC0,Low
80A6B6D10,Casey Chase,Ukraine,80A6B6D10,High
80A73C6D0,Jeffrey Murphy,Iran,80A73C6D0,Low
80A759240,Cathy Taylor,Gibraltar,80A759240,Low
80A7CF6F0,Adriana Reyes,Kiribati,80A7CF6F0,Medium
80A8CEEA0,Tiffany Turner,Saint Kitts and Nevis,80A8CEEA0,Low
80A968170,Deborah Ward,Dominica,80A968170,Medium
80AA9F5A0,Bryan Parker,Iraq,80AA9F5A0,Medium
80AAB7EA0,Tammy Barron,Sierra Leone,80AAB7EA0,Low
80AB63160,Bruce Hendricks,French Polynesia,80AB63160,Low
80AB75FE0,Daniel Bernard,Lesotho,80AB75FE0,Low
80AB7E860,Paul Obrien,Israel,80AB7E860,Low
80AB94680,Susan Todd,Spain,80AB94680,Low
80ABD22A0,Colleen Wright,Saudi Arabia,80ABD22A0,Low
80AC77410,Rachel Fox,Marshall Islands,80AC77410,Low
80ACCB460,Angela Elliott,Bahamas,80ACCB460,Low
80ACF6790,Stephanie Harris,Mauritania,80ACF6790,Medium
80ADA2880,Garrett Meyer,Brazil,80ADA2880,Low
80ADE12D0,Michelle Burns,United Arab Emirates,80ADE12D0,Low
80ADF8B40,Rhonda Chavez,Malaysia,80ADF8B40,Low
80AE10FC0,Justin Hansen,Peru,80AE10FC0,Low
80AE4E900,Miranda Foster,Svalbard & Jan Mayen Islands,80AE4E900,Medium
80AE5C890,Daniel Jones,Jamaica,80AE5C890,High
80AE68790,Arthur Mcknight,Vietnam,80AE68790,Low
80AE8B2B0,Victoria Kennedy,France,80AE8B2B0,Low
80AEA85F0,Randy Cannon,Saint Lucia,80AEA85F0,Low
80AEBB7D0,Jennifer Haney,Hong Kong,80AEBB7D0,Low
80B004EB0,Thomas Bennett,Belgium,80B004EB0,High
80B04F6D0,Mary Ryan,Palau,80B04F6D0,Low
80B19FB20,Barbara Haney,India,80B19FB20,Low
80B1B7060,Monica Walker,Afghanistan,80B1B7060,Low
80B30BB50,Veronica Ford,Saint Helena,80B30BB50,Low
80B3920F0,Kim Morrow,Egypt,80B3920F0,Low
80B428C20,Christopher Lopez,Turkey,80B428C20,Low
80B430DA0,Ashley Pacheco,Italy,80B430DA0,Medium
80B45FAE0,Taylor Small,Dominican Republic,80B45FAE0,Medium
80B46ACD0,Brian Johnson,Netherlands Antilles,80B46ACD0,Low
80B483FA0,Shelby Sanchez,Aruba,80B483FA0,Low
80B50F5E0,David Robinson,Tonga,80B50F5E0,High
80B552AB0,Brenda Holder,Djibouti,80B552AB0,Medium
80B57EE00,Monique Flores,Netherlands Antilles,80B57EE00,Low
80B5EEF30,Sabrina Young,Turkey,80B5EEF30,Low
80B617F60,Matthew Walker,French Southern Territories,80B617F60,Low
80B618AF0,Justin Vargas,Saint Pierre and Miquelon,80B618AF0,Low
80B61DB00,Lori Simmons,Lithuania,80B61DB00,Low
80B6E0A70,Gregory Schneider,Hong Kong,80B6E0A70,Medium
80B745630,Emma Butler,Canada,80B745630,Medium
80B773700,Clinton Medina,Dominican Republic,80B773700,Low
80B870070,Elizabeth Zimmerman,Sri Lanka,80B870070,High
80B882470,Anthony Gutierrez,Israel,80B882470,Low
80B8C4990,Brandi Sanchez,Costa Rica,80B8C4990,Medium
80B94E9F0,Bob Cole,Heard Island and McDonald Islands,80B94E9F0,Low
80B98F700,Nathaniel Lee,Ethiopia,80B98F700,Low
80B9AC850,Larry Williams,Barbados,80B9AC850,Low
80B9BA2C0,Philip Ramsey,Monaco,80B9BA2C0,High
80B9C0D40,Daniel Meadows,Gabon,80B9C0D40,Low
80BA1B0A0,Alexis Giles,Saint Vincent and the Grenadines,80BA1B0A0,Medium
80BA558B0,Zachary Mendoza,Ecuador,80BA558B0,Low
80BA88FE0,Michele Sanders,Dominican Republic,80BA88FE0,Low
80BCD24D0,Patricia James,Martinique,80BCD24D0,Low
80BDADC00,Elizabeth Ward,Turkmenistan,80BDADC00,Low
80BDE4420,Brett Zavala MD,Taiwan,80BDE4420,Low
80BDE7130,Dale Edwards,Aruba,80BDE7130,Medium
80BE67630,Connie Thomas,Eritrea,80BE67630,Medium
80BEC3890,Lauren Cortez,French Polynesia,80BEC3890,Low
80BECAF80,Gary James,Syrian Arab Republic,80BECAF80,Medium
80BEF7060,Juan Harding,Guadeloupe,80BEF7060,Low
80BEFAE20,Roberto Levy,Norway,80BEFAE20,Low
80BF75B90,Julia Oconnor,Guinea,80BF75B90,Low
80BFACCD0,Nathan Freeman,United States Virgin Islands,80BFACCD0,Low
80BFEE6E0,Wanda Bernard,Malta,80BFEE6E0,Low
80BFFF960,Ryan Landry,Paraguay,80BFFF960,Medium
80C002F20,Aaron Taylor,Norfolk Island,80C002F20,Low
80C010430,Michael Smith,Madagascar,80C010430,Low
80C115990,Antonio Little,Vietnam,80C115990,Medium
80C1ABDE0,Karen Freeman,Albania,80C1ABDE0,Low
80C2044A0,Jennifer Smith,Saint Helena,80C2044A0,Medium
80C3AF180,William Smith,Suriname,80C3AF180,Low
80C423720,Jessica Case,Christmas Island,80C423720,Low
80C4C7AC0,Brent Hernandez,Congo,80C4C7AC0,Low
80C61F670,Dawn Gomez,South Africa,80C61F670,Medium
80C62D0B0,Jake Sullivan,Mongolia,80C62D0B0,Low
80C645C80,Michael Evans,Sweden,80C645C80,Low
80C6A19A0,Martha Garrison,Senegal,80C6A19A0,Low
80C6DBEB0,Jared Bennett,Lebanon,80C6DBEB0,Medium
80C8A72A0,Adam Jackson,Luxembourg,80C8A72A0,Low
80C94D200,Maria Rivera,Togo,80C94D200,Low
80CA10180,Stephanie Ellison,Denmark,80CA10180,Low
80CA396E0,Sean Clay,Lebanon,80CA396E0,Medium
80CAE7060,Thomas Cohen,Fiji,80CAE7060,Low
80CAFC320,Kristy Johnson,Vanuatu,80CAFC320,Low
80CB220E0,Alexis Clark,Cambodia,80CB220E0,Low
80CB562E0,Michelle Sanders,Belarus,80CB562E0,Low
80CB9DD70,Justin Knight,Thailand,80CB9DD70,Low
80CBB3200,Steven Rivera,Saudi Arabia,80CBB3200,Low
80CC00720,Rachel Norris,Belgium,80CC00720,Low
80CC821F0,Valerie Brown,Jordan,80CC821F0,Low
80CCA5260,Billy Jacobs,Nicaragua,80CCA5260,Low
80CCDDFB0,Jennifer Ayala,Antarctica (the territory South of 60 deg S),80CCDDFB0,Low
80CDD4350,Rachel Hayes,Denmark,80CDD4350,Low
80CE4ABC0,Todd Reynolds,Pitcairn Islands,80CE4ABC0,Low
80CFE1960,Jamie Barton,French Polynesia,80CFE1960,Low
80D018930,Michelle Miller,Cape Verde,80D018930,Low
80D050ED0,Richard Moore,Iceland,80D050ED0,Low
80D06AC20,Brian Smith,Gambia,80D06AC20,Low
80D079290,Philip Garcia,Benin,80D079290,Low
80D08F540,Jerry Peters,Ireland,80D08F540,Medium
80D192830,Brandon Spencer,Nepal,80D192830,Low
80D266B50,Erika Cruz,French Guiana,80D266B50,Low
80D2A3C10,Richard Hardy,Monaco,80D2A3C10,Low
80D437B20,Vanessa Armstrong,Chile,80D437B20,Low
80D4C5E10,Caroline Adams,Ethiopia,80D4C5E10,High
80D4F1D90,Arthur Hamilton MD,Liberia,80D4F1D90,Low
80D555E10,Heather Raymond,Saint Helena,80D555E10,Low
80D59B560,Linda Gonzalez,Botswana,80D59B560,Low
80D59BDC0,Adam Foster,Tajikistan,80D59BDC0,Low
80D64EC50,Regina Rivera,Grenada,80D64EC50,Low
80D6836F0,Rodney Curtis,Nepal,80D6836F0,Low
80D73C070,Frank Valentine,Cook Islands,80D73C070,Low
80D76EF40,Christopher Sanders,Ghana,80D76EF40,Low
80D7EE9E0,Michael Henry,Morocco,80D7EE9E0,Low
80D8D7C70,Erika Ramirez,Solomon Islands,80D8D7C70,High
80D9469F0,Brian Elliott,Nauru,80D9469F0,Low
80D990260,Catherine Saunders MD,Saint Lucia,80D990260,Low
80D9B9FD0,Michael Gonzales,French Guiana,80D9B9FD0,Low
80D9E8AC0,Andrea Abbott,South Africa,80D9E8AC0,Medium
80DA73BF0,Jonathan Schultz,Dominican Republic,80DA73BF0,Low
80DAE4500,Christian Henderson,Honduras,80DAE4500,Medium
80DB0AA30,William Mendoza,Iran,80DB0AA30,Low
80DB44090,Tammy Kane,Italy,80DB44090,Low
80DC01210,Rachel Ward,Ukraine,80DC01210,Low
80DC7F790,Linda Rocha,Botswana,80DC7F790,Low
80DE85570,Mary Kelly,Oman,80DE85570,Low
80DEE27D0,Kristine Newman,Oman,80DEE27D0,Medium
80DF886E0,Paul Sheppard,Jersey,80DF886E0,Low
80DFA7EA0,Brett Walker,San Marino,80DFA7EA0,Medium
80E02F4B0,Lauren Johnston,Kiribati,80E02F4B0,Low
80E0EE0B0,Joel Frazier,Portugal,80E0EE0B0,Low
80E136170,Haley Johnson,Bosnia and Herzegovina,80E136170,Low
80E145DA0,Thomas Miller,Switzerland,80E145DA0,Low
80E1CA820,Brenda Collins,Korea,80E1CA820,Low
80E1CA910,Kelly Bailey,Bhutan,80E1CA910,Low
80E26CD20,Michael Flores,French Southern Territories,80E26CD20,Low
80E2E6050,Michael Johnson,Guam,80E2E6050,High
80E2F85D0,Megan Martin,Saint Vincent and the Grenadines,80E2F85D0,Low
80E330AB0,Christopher Moore,Monaco,80E330AB0,Medium
80E337F70,Joel Salinas,Norfolk Island,80E337F70,Low
80E3ED5C0,Martin Reynolds,Antarctica (the territory South of 60 deg S),80E3ED5C0,Medium
80E48B7A0,Sonya Cole,Japan,80E48B7A0,Low
80E4D0390,Michael Harris,Sao Tome and Principe,80E4D0390,Low
80E528170,Rebecca Ray,South Georgia and the South Sandwich Islands,80E528170,Low
80E550120,Chelsea Nguyen,Kuwait,80E550120,Low
80E56F9F0,Michael Burns,Northern Mariana Islands,80E56F9F0,Medium
80E5E0320,James Long,Brazil,80E5E0320,High
80E641BB0,Ryan Williamson,Suriname,80E641BB0,Low
80E649670,Rebecca Sellers,Nauru,80E649670,Low
80E66F9C0,Cesar Wilson,Gambia,80E66F9C0,Low
80E6B3560,James Thomas,Iceland,80E6B3560,Low
80E6DB5B0,Chad Reyes,Colombia,80E6DB5B0,Medium
80E709690,Mr. Thomas Arias,China,80E709690,Low
80E762110,Katherine Taylor,Germany,80E762110,Low
80E795940,Lisa Glenn,Zambia,80E795940,Low
80E7A4FA0,Chad Ochoa,Monaco,80E7A4FA0,Low
80E9090C0,Kathleen Cohen,Israel,80E9090C0,Low
80E9331D0,Jill Jackson,Mongolia,80E9331D0,Low
80E9486A0,Philip Carter,Falkland Islands (Malvinas),80E9486A0,Low
80E9778E0,Dylan Norman,Mongolia,80E9778E0,Low
80E9E4A30,Pamela Dunn,Bouvet Island (Bouvetoya),80E9E4A30,Low
80EA2DA50,Debra Daniels,Haiti,80EA2DA50,Low
80EA87680,Nicole Wolf,Kazakhstan,80EA87680,Low
80EB0DC50,Wanda Garcia,Switzerland,80EB0DC50,Low
80EB7BF50,Danielle Golden,Antigua and Barbuda,80EB7BF50,Low
80EBD7AE0,Gregory Montoya,Kazakhstan,80EBD7AE0,Low
80EC3FEB0,Autumn Cain,Cote d'Ivoire,80EC3FEB0,Low
80EC59E70,Leah Bell,Russian Federation,80EC59E70,Medium
80EC68410,Jessica Jensen,Slovenia,80EC68410,Medium
80ECE4CA0,Daniel Brown,Guernsey,80ECE4CA0,Low
80ECEF920,Linda Jackson,Romania,80ECEF920,Low
80ECFD4D0,Kenneth Farley,Malaysia,80ECFD4D0,Medium
80ED3E9B0,Miss Anna Estes,Solomon Islands,80ED3E9B0,Low
80EE0FB00,Anthony Ramirez,Palau,80EE0FB00,Low
80EE85CD0,Sean Wright,Rwanda,80EE85CD0,Low
80EE94A90,David Bridges,India,80EE94A90,Medium
80EF13770,Kenneth Adams MD,Korea,80EF13770,Medium
80EF8E2D0,Robert Mack,Iraq,80EF8E2D0,Low
80EFBA910,Diana Mayer,Heard Island and McDonald Islands,80EFBA910,Low
80F0D2AB0,John Perkins,Trinidad and Tobago,80F0D2AB0,Low
80F0FFBF0,Morgan Simon,Kuwait,80F0FFBF0,Low
80F1084B0,Melissa Horn,South Africa,80F1084B0,Low
80F124C70,Claudia Jordan,Croatia,80F124C70,Low
80F178D30,Frank Campbell MD,Bulgaria,80F178D30,Low
80F1F8CE0,Karina Cooper,Pitcairn Islands,80F1F8CE0,Low
80F211F30,Amber Sims,Taiwan,80F211F30,Low
80F21BAF0,Caleb Mathews,Kazakhstan,80F21BAF0,Medium
80F2EBFE0,William Patterson,Portugal,80F2EBFE0,Low
80F460050,Sonia Turner,Tunisia,80F460050,Low
80F463D20,Denise Pena,El Salvador,80F463D20,Low
80F466F70,Matthew Banks,Austria,80F466F70,Low
80F49A270,Eric Lyons,Djibouti,80F49A270,Low
80F4A8780,Brandon Davis,Croatia,80F4A8780,Low
80F4BD3A0,Casey Perez,Pitcairn Islands,80F4BD3A0,Low
80F4E70B0,Adam Cooper,British Indian Ocean Territory (Chagos Archipelago),80F4E70B0,Low
80F500370,Jennifer Anderson MD,Hungary,80F500370,High
80F56EE40,Robert Garcia,Heard Island and McDonald Islands,80F56EE40,Medium
80F5796D0,Breanna Ayala,Sao Tome and Principe,80F5796D0,Low
80F57C620,Margaret Byrd,Bangladesh,80F57C620,High
80F587CE0,Alejandra Santos,Kazakhstan,80F587CE0,High
80F60D330,Daniel Goodman,Uruguay,80F60D330,Low
80F669B00,Michael Heath,Benin,80F669B00,Low
80F69D190,Brenda Martinez,Saint Lucia,80F69D190,Low
80F6BA500,Victor Edwards,Burundi,80F6BA500,Medium
80F6D3C70,Matthew Wright,Netherlands Antilles,80F6D3C70,Low
80F79F010,Lisa Maxwell,Portugal,80F79F010,Low
80F87C640,Ryan Liu,Costa Rica,80F87C640,Medium
80F8B7290,Katrina Adkins,French Polynesia,80F8B7290,Low
80F8C3CA0,Rachel Leon,Dominican Republic,80F8C3CA0,Low
80F903660,Brian Porter MD,Marshall Islands,80F903660,Low
80FA98B00,Alexandria Ward,Ghana,80FA98B00,Low
80FA9EB10,Scott Carroll,Haiti,80FA9EB10,Low
80FB61270,Carrie Ruiz,Sierra Leone,80FB61270,Low
80FC107F0,Kevin Smith,Cuba,80FC107F0,Low
80FC16870,Antonio Mccormick,Madagascar,80FC16870,Low
80FC35230,Micheal Wang,Jamaica,80FC35230,Medium
80FC517D0,Angela Herrera,Nicaragua,80FC517D0,Low
80FC8F980,Bradley Miller,Uruguay,80FC8F980,Low
80FE6AB90,Robert Herrera,India,80FE6AB90,Low
80FEF6B80,Pamela Santos,Norway,80FEF6B80,Medium
80FF15F30,Michael Blair,Tanzania,80FF15F30,Medium
80FF28080,David Middleton,Brazil,80FF28080,Low
80FF589E0,Lee Parker,Saint Vincent and the Grenadines,80FF589E0,Low
8100256D0,Casey Smith,Burundi,8100256D0,Low
8100381E0,Carla Benton,Mali,8100381E0,Low
810048300,Samantha Green,Holy See (Vatican City State),810048300,High
8100A2E80,Richard Adams,Turks and Caicos Islands,8100A2E80,Low
810184CE0,Steven Rogers,Japan,810184CE0,Low
810193480,Austin Joseph,Morocco,810193480,High
8101E0CD0,Kathleen Dixon,Azerbaijan,8101E0CD0,Low
81020A870,Mr. Jacob Scott Jr.,Montserrat,81020A870,Low
810225970,Ashley Yang,Afghanistan,810225970,Low
81024DE80,Scott Sanchez,Latvia,81024DE80,Low
8102AEAC0,Thomas White,Togo,8102AEAC0,Low
8102CCEC0,Robert Klein,Palau,8102CCEC0,Medium
8102EDBF0,Frank Butler,Saint Helena,8102EDBF0,Low
81034D310,Roger Duncan,British Indian Ocean Territory (Chagos Archipelago),81034D310,Medium
8103C2850,Stephanie White,Spain,8103C2850,Low
81040ACB0,Amber Morales,Turkey,81040ACB0,Low
810495360,Douglas Kirk,Greece,810495360,Medium
810518810,Jesus Wood,French Guiana,810518810,Low
81055CF40,Elizabeth Dean,Kyrgyz Republic,81055CF40,Low
810614BF0,Wesley Cuevas,Singapore,810614BF0,Low
810632F70,Steven Hodges,Ecuador,810632F70,High
810658100,Timothy Johnson,Mauritius,810658100,Low
8106F9FB0,Ryan Wiley,Zambia,8106F9FB0,Low
810771260,Peter Bennett,Saint Pierre and Miquelon,810771260,Low
8107E0040,Ashley Moreno,Dominica,8107E0040,Low
8107F5090,Tyrone Kaufman,Cambodia,8107F5090,Low
810945F80,Anna Morse,Ukraine,810945F80,Low
810A05EF0,Jennifer Huang,Kuwait,810A05EF0,High
810A2A110,Angela Davis,Burkina Faso,810A2A110,Medium
810A4CA30,Jennifer Vargas,Bahamas,810A4CA30,Low
810A9E040,Victor Young,Eritrea,810A9E040,Low
810AE2970,Tammy Long,Switzerland,810AE2970,Medium
810B21010,Emily Nelson,Belarus,810B21010,Low
810B68EE0,Brandy Carrillo,Botswana,810B68EE0,Low
810BD7180,Christopher Owens,Ireland,810BD7180,Low
810C383A0,Hunter Townsend,Korea,810C383A0,Low
810C5BEA0,Derek Wilson,Cayman Islands,810C5BEA0,Medium
810CB75B0,Elizabeth Bush,Netherlands,810CB75B0,High
810D033F0,Russell Murphy,Bermuda,810D033F0,Low
810D1B3D0,Tracy Foster,Australia,810D1B3D0,Low
810D97E80,Debbie Ewing,Antarctica (the territory South of 60 deg S),810D97E80,Low
810E92FB0,Sarah Hawkins,Mexico,810E92FB0,Medium
810EC7D20,Joel Lara,Burundi,810EC7D20,Low
810F09E90,Antonio Norman,Cyprus,810F09E90,Medium
810F13C60,Rodney Watson,Norfolk Island,810F13C60,Medium
810F19150,Angela Willis,United States Virgin Islands,810F19150,Low
810F21BC0,Alison Brown,United Kingdom,810F21BC0,Medium
810FEE3D0,Rhonda Davis,Tanzania,810FEE3D0,Low
811019F20,Erin Williams,Kyrgyz Republic,811019F20,Medium
81102EEB0,Thomas Hamilton,Saint Kitts and Nevis,81102EEB0,Low
8110E5AD0,Allen Vega,China,8110E5AD0,Medium
8110F4420,Terry Hill,Kiribati,8110F4420,Low
811115960,Amanda Harvey,Ecuador,811115960,Low
81114A0A0,Kathleen Andrade,Lesotho,81114A0A0,Low
811162BE0,Douglas Taylor,Cook Islands,811162BE0,High
811163860,Rebecca Wright,Spain,811163860,Low
8111A5600,Alicia Reyes,Rwanda,8111A5600,Low
8111C9430,Joshua Washington,United States Minor Outlying Islands,8111C9430,Low
8111C9F30,Erica Nelson,Anguilla,8111C9F30,Low
81125A3E0,Daniel Huang,Slovakia (Slovak Republic),81125A3E0,Low
8112A73F0,Robert Ruiz,Guinea-Bissau,8112A73F0,Low
81131E870,Yvonne Dickson,Bolivia,81131E870,Low
8113551E0,David Ferguson,Somalia,8113551E0,Low
811488DA0,Amy Davies,Cyprus,811488DA0,Low
8114FF130,Vickie Price,Vietnam,8114FF130,Low
811511650,Sarah Thompson,Nauru,811511650,Low
81161EBA0,Oscar Howard,Nauru,81161EBA0,Low
811625010,Michael Meza,Mongolia,811625010,Medium
811630BD0,Travis Copeland,Sudan,811630BD0,Low
811697700,Katherine Parker,Liechtenstein,811697700,Low
8116AF110,Anthony Guzman,Angola,8116AF110,Low
8116C6720,April Hardin,Cook Islands,8116C6720,Medium
81183FB50,Gina Thompson,Spain,81183FB50,Low
8118AFD80,Erica Johnson,Namibia,8118AFD80,Low
8118FA170,Brenda Rodriguez,Malta,8118FA170,Medium
8119469F0,Toni Brooks,Western Sahara,8119469F0,High
811A4BC90,Laurie Rogers,Gibraltar,811A4BC90,Low
811AAB030,Christopher Fry,Somalia,811AAB030,Low
811AB66D0,Katelyn Stewart,Russian Federation,811AB66D0,Low
811ABFBA0,Melissa Mcfarland,Solomon Islands,811ABFBA0,Low
811B8EE20,Max Olsen,Honduras,811B8EE20,Medium
811BE8020,Michael Anderson,Saint Lucia,811BE8020,Medium
811C08210,Michael Berry,Thailand,811C08210,Low
811C36320,Traci Johnson DDS,Uruguay,811C36320,Low
811C7E5B0,Lisa Bowman,Bosnia and Herzegovina,811C7E5B0,Low
811D09920,Brenda Mcgee,Dominica,811D09920,Low
811D45DF0,Francisco Fields,Benin,811D45DF0,Low
811D8BC80,Meagan Daniel,Grenada,811D8BC80,Low
811D9B980,Derek Wright,Bangladesh,811D9B980,Low
811E12DF0,Richard Le,Australia,811E12DF0,Low
811E55070,Nicholas Costa,Turks and Caicos Islands,811E55070,High
811F17F10,Stephen Bell,Honduras,811F17F10,Low
811F20C20,John Shields,Pakistan,811F20C20,Low
811F62830,Courtney Hayes,South Georgia and the South Sandwich Islands,811F62830,Low
811F9A5E0,Elizabeth Flores,Zambia,811F9A5E0,Medium
8120229E0,Glenn Barron,Central African Republic,8120229E0,Medium
812027210,Kimberly Villanueva,Bermuda,812027210,Medium
81205F130,William Barry,Romania,81205F130,Low
812107280,Tommy Martin,Tuvalu,812107280,Low
81211F1D0,Anthony Rivera,Comoros,81211F1D0,Low
812130870,Julian Frost,Mauritius,812130870,Medium
812183900,Douglas Young,Australia,812183900,Medium
812207D60,Joshua Henry,Austria,812207D60,Low
81222F4E0,Jeffrey Phillips,Panama,81222F4E0,Low
81231FBC0,Karen Davis,Costa Rica,81231FBC0,Low
812384260,Edgar Miller,Tanzania,812384260,Medium
81239FA90,Richard Ruiz,Ukraine,81239FA90,High
8124DC080,Anna Stephens,Colombia,8124DC080,Low
8125759A0,James Lopez,Aruba,8125759A0,Low
81262CE90,John Perez,Ethiopia,81262CE90,Low
812689420,Brittany Horton,Bhutan,812689420,Low
8126AB860,Gregg Weaver,Saudi Arabia,8126AB860,Medium
812862CC0,Kristen Randall,Svalbard & Jan Mayen Islands,812862CC0,Low
812904B40,Tracie Mcdaniel,Vietnam,812904B40,Low
812916C70,Stephen Alvarez,Belgium,812916C70,Medium
812988840,Scott Johnson,Montserrat,812988840,Low
8129BF5D0,Rebecca Byrd,Niger,8129BF5D0,Medium
8129D07C0,Travis Cole,Yemen,8129D07C0,Low
812A46370,Dr. Rhonda Martinez,Jamaica,812A46370,Low
812B74E00,Michael Harris,Swaziland,812B74E00,Low
812BC4720,Sandra Scott,United States Minor Outlying Islands,812BC4720,Low
812C6EF60,Renee Miller,Moldova,812C6EF60,Low
812D952A0,Gabriel Hill,Kuwait,812D952A0,Medium
812E00EF0,Alexandria Graves,Namibia,812E00EF0,Low
812ECF260,Jennifer Perry,Cameroon,812ECF260,Low
812EE6570,Lauren Hanna,Bolivia,812EE6570,Medium
812F7F870,Kristine Garcia,France,812F7F870,Low
8130A01D0,Sheryl Humphrey,Estonia,8130A01D0,Low
8130BC370,John Lynch,Argentina,8130BC370,Medium
8130D4AA0,Jamie Montgomery,Pitcairn Islands,8130D4AA0,Low
8131210F0,Amanda Preston,Greenland,8131210F0,Low
813193BB0,Amber Alvarez,Ethiopia,813193BB0,Low
8131EA170,Alicia Roth,Gabon,8131EA170,Low
813276180,Ryan Garrison,Poland,813276180,Low
813290770,Sean Taylor,Samoa,813290770,Medium
8132E2E80,Roger Adams,Israel,8132E2E80,Medium
8132E8690,Ann Alexander,United States Minor Outlying Islands,8132E8690,Low
8132EDFB0,Natalie Malone,Trinidad and Tobago,8132EDFB0,Low
81342DDF1,Anthony Moody,Bahrain,81342DDF1,Low
8134855B0,Jonathon Taylor,Thailand,8134855B0,Low
8134EB2E0,Laura Thompson,Turkey,8134EB2E0,Low
813549950,Sara Wright,Korea,813549950,Low
8135617C0,Isaac Gonzalez,Heard Island and McDonald Islands,8135617C0,Low
8135B2870,Kathy Reid,British Virgin Islands,8135B2870,Low
8136D7A91,Dana Burns,Kiribati,8136D7A91,Medium
813748021,Seth Matthews,Guernsey,813748021,Low
813794911,Ryan Green,Switzerland,813794911,Low
81379ED10,Dominique Hughes,Central African Republic,81379ED10,Low
81380CAB0,Penny Lewis,Cyprus,81380CAB0,Low
81382CFB0,Megan Adams,Ireland,81382CFB0,Low
8138E9020,Sharon Coffey,Pitcairn Islands,8138E9020,Low
8139EA1C0,Thomas Holland,Netherlands Antilles,8139EA1C0,High
813A18A10,Courtney Franklin,Western Sahara,813A18A10,Low
